"SampDate","SpName","TagNo","TL_mm","WT_g","Sex_MFU"
2003-09-30,"Atlantic Salmon","D2479","597","2300","U"
2003-09-30,"Atlantic Salmon","D2480","520","1400","U"
2003-09-30,"Atlantic Salmon","D2481","670","3100","U"
2003-09-30,"Atlantic Salmon","D2482","468","na","U"
2003-10-02,"Atlantic Salmon","D2483","520","1200","U"
2003-10-06,"Atlantic Salmon","D2484","555","1400","U"
2003-10-10,"Atlantic Salmon","D2485","560","1700","U"
2003-10-10,"Atlantic Salmon","D2486","552","1900","U"
2003-10-14,"Atlantic Salmon","D2487","580","2100","U"
2003-10-16,"Atlantic Salmon","D2488","652","2300","U"
2003-10-22,"Atlantic Salmon","D2489","668","3500","U"
2003-10-22,"Atlantic Salmon","D2490","678","3800","U"
2003-10-22,"Atlantic Salmon","D2491","554","1500","U"
2003-10-24,"Atlantic Salmon","D2492","609","2320","U"
2003-11-06,"Atlantic Salmon","D2493","582","1940","U"
2004-09-18,"Atlantic Salmon","D2495","484","1000","U"
2004-09-21,"Atlantic Salmon","D2496","560","1700","F"
2004-09-21,"Atlantic Salmon","D2497","525","1700","F"
2004-09-21,"Atlantic Salmon","D2498","536","1500","F"
2004-10-13,"Atlantic Salmon","D2499","555","1600","M"
2004-10-13,"Atlantic Salmon","D2500","665","3100","F"
2004-10-29,"Atlantic Salmon","D5226","532","1600","M"
2004-11-05,"Atlantic Salmon",NA,"492","1000","M"
2004-11-10,"Atlantic Salmon","D5227","612","1800","M"
2004-11-10,"Atlantic Salmon","D5228","558","1700","F"
2005-09-19,"Atlantic Salmon","D5201","480","1000","F"
2005-09-30,"Atlantic Salmon","D5202","538","1500","F"
2005-10-05,"Atlantic Salmon","D5203","540","1400","M"
2005-10-10,"Atlantic Salmon","D5204","530","1500","F"
2005-10-13,"Atlantic Salmon","D5205","530","1900","M"
2005-10-13,"Atlantic Salmon","D5206","487","1300","F"
2005-10-13,"Atlantic Salmon","D5207","543","1800","M"
2005-10-24,"Atlantic Salmon","D5208","586","1600","M"
2005-10-25,"Atlantic Salmon","D5209","620","2100","M"
2005-11-01,"Atlantic Salmon","D5210","557","1500","M"
2005-11-07,"Atlantic Salmon","D5229","520","1610","F"
2005-11-09,"Atlantic Salmon","D5231","564","1900","F"
2005-11-16,"Atlantic Salmon","D5232","520","2900","F"
2005-11-16,"Atlantic Salmon","D5233","505","1400","M"
2005-11-16,"Atlantic Salmon","D5234","585","2700","F"
2006-09-21,"Atlantic Salmon","D5213","500","1000","M"
2006-09-27,"Atlantic Salmon","D5214","560","1500","M"
2006-09-27,"Atlantic Salmon","D5215","605","1800","M"
2006-09-28,"Atlantic Salmon","D5828","460","1000","F"
2006-09-28,"Atlantic Salmon","D5829","514",NA,"F"
2006-09-28,"Atlantic Salmon","not tagged","518",NA,"M"
2006-10-03,"Atlantic Salmon","D5216","520","1560","F"
2006-10-05,"Atlantic Salmon","D5217","530","1200","M"
2006-10-06,"Atlantic Salmon","D5218","553","1600","M"
2006-10-06,"Atlantic Salmon","D5219","550","1650","M"
2006-10-06,"Atlantic Salmon","D5220","520","1550","F"
2006-10-06,"Atlantic Salmon","D5221","500","1000","F"
2006-10-06,"Atlantic Salmon","D5222","514","1250","F"
2006-10-09,"Atlantic Salmon","D5223","525","1350","F"
2006-10-09,"Atlantic Salmon","D5224","482","850","F"
2006-10-09,"Atlantic Salmon","D5831","525",NA,"F"
2006-10-17,"Atlantic Salmon","D5226","602","1700","M"
2006-10-20,"Atlantic Salmon","D5235","545","1600","M"
2006-10-27,"Atlantic Salmon","na","515","1050","M"
2006-11-01,"Atlantic Salmon","D5236","540","1800","F"
2006-11-03,"Atlantic Salmon","D5237","505","1500","F"
2006-11-09,"Atlantic Salmon","D5238","495","1100","M"
2006-11-13,"Atlantic Salmon","D5240","500","1550","F"
2007-09-18,"Atlantic Salmon","D5241","471","800","U"
2007-09-20,"Atlantic Salmon","D5242","497","800","U"
2007-09-24,"Atlantic Salmon","D5243","521","1200","F"
2007-09-24,"Atlantic Salmon","D5244","591","1800","F"
2007-09-24,"Atlantic Salmon","D5245","512","1000","F"
2007-09-24,"Atlantic Salmon","D5246","572","1800","M"
2007-10-04,"Atlantic Salmon","D5247","564","2100","F"
2007-10-10,"Atlantic Salmon","D5248","624","2500","M"
2007-10-10,"Atlantic Salmon","D5249","548","1400","M"
2007-10-10,"Atlantic Salmon","D5250","544","1600","F"
2007-10-10,"Atlantic Salmon","D5251","570","1800","M"
2007-10-12,"Atlantic Salmon","D5252","623","2300","M"
2007-10-12,"Atlantic Salmon","D5253","522","1100","M"
2007-10-12,"Atlantic Salmon","D5254","561","1550","M"
2007-10-12,"Atlantic Salmon","D5255","452","900","F"
2007-10-15,"Atlantic Salmon","D5257","545","1500","M"
2007-10-15,"Atlantic Salmon","D5258","593","2400","F"
2007-10-15,"Atlantic Salmon","D5259","565","2000","M"
2007-10-15,"Atlantic Salmon","D5260","560","1700","M"
2007-10-15,"Atlantic Salmon","D5261","585","2500","F"
2007-10-15,"Atlantic Salmon","D5262","558","1600","M"
2007-10-15,"Atlantic Salmon","D5264","575","2200","F"
2007-10-22,"Atlantic Salmon","D5265","494","1200","M"
2007-10-22,"Atlantic Salmon","D5276","565","2100","F"
2007-10-24,"Atlantic Salmon","D5277","540","1200","M"
2007-10-24,"Atlantic Salmon","D5278","685","3300","M"
2007-10-24,"Atlantic Salmon","D5279","554","1500","M"
2007-10-26,"Atlantic Salmon","na","260",NA,"U"
2007-10-26,"Atlantic Salmon","D5280","516","950","F"
2007-10-29,"Atlantic Salmon","D5281","573","1700","M"
2007-10-29,"Atlantic Salmon","D5282","550","1900","F"
2007-10-31,"Atlantic Salmon","D5283","577","1800","M"
2007-10-31,"Atlantic Salmon","D5284","616","2300","F"
2007-11-02,"Atlantic Salmon","D5285","523","1100","M"
2007-11-02,"Atlantic Salmon","D5286","489","1000","F"
2007-11-08,"Atlantic Salmon","D5289","535","1800","M"
2008-08-29,"Atlantic Salmon","D5291","500","1100","M"
2008-08-29,"Atlantic Salmon","D5292","526","1400","F"
2008-08-29,"Atlantic Salmon","D5294","550","1500","F"
2008-08-29,"Atlantic Salmon","D5296","455","1100","F"
2008-08-29,"Atlantic Salmon","D5297","460","900","U"
2008-08-29,"Atlantic Salmon","D5299","531","1400","F"
2008-09-08,"Atlantic Salmon","A122","585","1950","F"
2008-09-19,"Atlantic Salmon","D6002","605","2150","F"
2008-09-19,"Atlantic Salmon","D6003","532","1350","F"
2008-09-19,"Atlantic Salmon","D6004","470","900","F"
2008-10-03,"Atlantic Salmon","D6025","618","2400","M"
2008-10-07,"Atlantic Salmon","D6024","524","1100","M"
2008-10-07,"Atlantic Salmon","D6022","555","1800","F"
2008-10-08,"Atlantic Salmon","D6021","525","1100","M"
2008-10-24,"Atlantic Salmon","D6019","454","900","F"
2008-10-28,"Atlantic Salmon","D6018","596","2050","M"
2008-10-28,"Atlantic Salmon","D6017","549","1960","F"
2008-10-28,"Atlantic Salmon","D6016","560","1720","F"
2008-11-03,"Atlantic Salmon","D6014","475","1000","F"
2009-09-29,"Atlantic Salmon","D6126","530","1440","M"
2009-09-30,"Atlantic Salmon","D6127","542","1700","F"
2009-09-30,"Atlantic Salmon","D6129","579","2140","F"
2009-10-01,"Atlantic Salmon","D6130","518","1250","F"
2009-10-01,"Atlantic Salmon","D6132","595","2160","M"
2009-10-06,"Atlantic Salmon","D6133","521","1220","U"
2009-10-07,"Atlantic Salmon","D6134","593","1980","M"
2009-10-07,"Atlantic Salmon","D6135","581","1900","M"
2009-10-07,"Atlantic Salmon","D6136","540","1420","M"
2009-10-07,"Atlantic Salmon","D6137","425","560","M"
2009-10-07,"Atlantic Salmon","D6138","572","1920","F"
2009-10-09,"Atlantic Salmon","D6139","570","2220","F"
2009-10-16,"Atlantic Salmon","D6140","532","1680","F"
2009-10-16,"Atlantic Salmon","D6141","572","1400","M"
2009-10-16,"Atlantic Salmon","D6143","545","1760","F"
2009-10-19,"Atlantic Salmon","D6144","524","1000","F"
2009-10-21,"Atlantic Salmon","D6148","568",NA,"M"
2009-10-23,"Atlantic Salmon","D6149","556","2000","F"
2009-10-23,"Atlantic Salmon","D6150","553","1760","F"
2009-10-23,"Atlantic Salmon","D6151","555","2120","F"
2009-10-23,"Atlantic Salmon","D6152","547","1080","M"
2009-10-23,"Atlantic Salmon","D6153","532","1420","F"
2009-10-23,"Atlantic Salmon","D6154","551","1400","M"
2009-10-26,"Atlantic Salmon","D6155","536","1440","F"
2009-10-26,"Atlantic Salmon","D6156","517","1300","F"
2009-10-26,"Atlantic Salmon","D6157","520","1440","F"
2009-10-29,"Atlantic Salmon","D6159","562","1980","F"
2009-10-29,"Atlantic Salmon","D6160","578","2120","F"
2009-10-29,"Atlantic Salmon","D6161","517","1680","F"
2009-10-29,"Atlantic Salmon","D6162","502","1180","F"
2009-11-02,"Atlantic Salmon","D6163","559","1260","M"
2009-11-02,"Atlantic Salmon","D6164","523","1360","F"
2009-11-10,"Atlantic Salmon","D6165","512","1300","M"
2010-09-16,"Atlantic Salmon","D6169","574","1560","M"
2010-09-16,"Atlantic Salmon","D6170","563","2000","F"
2010-09-16,"Atlantic Salmon","D6171","576","1900","F"
2010-09-16,"Atlantic Salmon","D6007","541","1160","M"
2010-09-16,"Atlantic Salmon","D6008","624","2240","M"
2010-09-16,"Atlantic Salmon","D6009","537","1560","F"
2010-09-21,"Atlantic Salmon","D6026","595","2400","F"
2010-09-21,"Atlantic Salmon","D6027","655","3220","M"
2010-09-21,"Atlantic Salmon","D6028","515","1080","F"
2010-09-21,"Atlantic Salmon","D6030","483","1060","F"
2010-09-21,"Atlantic Salmon","D6031","498","900","U"
2010-09-23,"Atlantic Salmon","D6032","556","1480","F"
2010-09-23,"Atlantic Salmon","D6033","565","1900","F"
2010-09-23,"Atlantic Salmon","D6034","553","1600","M"
2010-09-23,"Atlantic Salmon","D6036","596","2140","M"
2010-09-23,"Atlantic Salmon","D6037","538","1380","F"
2010-09-24,"Atlantic Salmon","D6039","493","1200","F"
2010-09-24,"Atlantic Salmon","D6042","552","2020","F"
2010-09-27,"Atlantic Salmon","D9043","561","2160","F"
2010-09-27,"Atlantic Salmon","D6044","634","2650","M"
2010-09-29,"Atlantic Salmon","D6045","595","2180","M"
2010-09-29,"Atlantic Salmon","D6046","625","2460","M"
2010-09-29,"Atlantic Salmon","D6047","592","2240","F"
2010-09-29,"Atlantic Salmon","D6048","570","1400","M"
2010-10-01,"Atlantic Salmon","D6049","540","1300","M"
2010-10-05,"Atlantic Salmon","D6076","588","2000","F"
2010-10-05,"Atlantic Salmon","D6077","538","1640","F"
2010-10-05,"Atlantic Salmon","D6078","613","2180","F"
2010-10-05,"Atlantic Salmon","D6079","612","2160","M"
2010-10-05,"Atlantic Salmon","D6080","517","1160","M"
2010-10-05,"Atlantic Salmon","D6081","564","1820","M"
2010-10-06,"Atlantic Salmon","D6082","583","2140","F"
2010-10-06,"Atlantic Salmon","D6177","492","1520","F"
2010-10-06,"Atlantic Salmon","D6178","572","2015","F"
2010-10-06,"Atlantic Salmon","D6179","610","2240","M"
2010-10-06,"Atlantic Salmon","D6180","615","2480","F"
2010-10-06,"Atlantic Salmon","D6182","570","1900","M"
2010-10-06,"Atlantic Salmon","D6184","564","1980","F"
2010-10-06,"Atlantic Salmon","D6186","565","1460","M"
2010-10-06,"Atlantic Salmon","D6188","529","1500","F"
2010-10-06,"Atlantic Salmon","D6189","554","1320","M"
2010-10-06,"Atlantic Salmon","D6192","565","1700","F"
2010-10-06,"Atlantic Salmon","D6194","580","2140","M"
2010-10-07,"Atlantic Salmon","D6195","593","2120","F"
2010-10-07,"Atlantic Salmon","D6197","482","1120","F"
2010-10-07,"Atlantic Salmon","D6198","583","1740","F"
2010-10-07,"Atlantic Salmon","D6199","481","1240","F"
2010-10-07,"Atlantic Salmon","D6200","530","1040","F"
2010-10-07,"Atlantic Salmon","D6051","632","2360","M"
2010-10-07,"Atlantic Salmon","D6052","578","1680","M"
2010-10-08,"Atlantic Salmon","D6054",NA,"2040","F"
2010-10-08,"Atlantic Salmon","D6055","540","1740","F"
2010-10-08,"Atlantic Salmon","D6057","585","2160","M"
2010-10-11,"Atlantic Salmon","D6058","569","1772","M"
2010-10-11,"Atlantic Salmon","D6059","581","1760","M"
2010-10-11,"Atlantic Salmon","D6060","537","1720","F"
2010-10-11,"Atlantic Salmon","D6062","587","2280","F"
2010-10-11,"Atlantic Salmon","D6063","582","2140","F"
2010-10-11,"Atlantic Salmon","D6065","549","1580","F"
2010-10-11,"Atlantic Salmon","D6067","552","1960","F"
2010-10-11,"Atlantic Salmon","D6068","553","1820","F"
2010-10-11,"Atlantic Salmon","D6069","514","1620","F"
2010-10-11,"Atlantic Salmon","D6070","575","2120","M"
2010-10-13,"Atlantic Salmon","D6072","650","2580","M"
2010-10-15,"Atlantic Salmon","D6075","505","1160","F"
2010-10-15,"Atlantic Salmon","D6101","557","2100","F"
2010-10-15,"Atlantic Salmon","D6103","606","2050","M"
2010-10-15,"Atlantic Salmon","D6104","574","1900","F"
2010-10-15,"Atlantic Salmon","D6105","582","2180","F"
2010-10-15,"Atlantic Salmon","D6108","645","2620","M"
2010-10-21,"Atlantic Salmon","D6110","513","1140","F"
2010-10-21,"Atlantic Salmon","D6111","554","1380","M"
2010-10-21,"Atlantic Salmon","D6112","527","1320","F"
2010-10-21,"Atlantic Salmon","D6113","514","1280","M"
2010-10-21,"Atlantic Salmon","D6114","583","1900","F"
2010-10-25,"Atlantic Salmon","D6116","538","1300","M"
2010-10-25,"Atlantic Salmon","D6119","580","1980","F"
2010-10-25,"Atlantic Salmon","D6121","595","2160","M"
2010-10-25,"Atlantic Salmon","D6123","482","900","M"
2010-10-26,"Atlantic Salmon","D6124","547","1820","F"
2010-10-26,"Atlantic Salmon","D6125","587","2220","F"
2010-10-26,"Atlantic Salmon","D5966","560","1860","F"
2010-10-26,"Atlantic Salmon","D5968","542","1640","F"
2010-10-26,"Atlantic Salmon","D5969","483","1140","M"
2010-10-27,"Atlantic Salmon","D5970","570","1780","F"
2010-10-27,"Atlantic Salmon","D5971","544","1280","F"
2010-10-27,"Atlantic Salmon","D5972","559","1840","F"
2010-10-27,"Atlantic Salmon","D5973","589","1920","M"
2010-10-27,"Atlantic Salmon","D5974","572","1640","M"
2010-10-27,"Atlantic Salmon","D5975","542","1490","F"
2010-10-27,"Atlantic Salmon","D6084","570","2480","F"
2010-10-27,"Atlantic Salmon","D6085","540","1860","F"
2010-10-27,"Atlantic Salmon","D6088","583","2400","F"
2010-10-29,"Atlantic Salmon","D6089","558","1880","F"
2010-10-29,"Atlantic Salmon","D6091","578","1560","M"
2010-11-02,"Atlantic Salmon","D6092","482","1260","F"
2010-11-05,"Atlantic Salmon","D6093","491","1180","F"
2010-11-05,"Atlantic Salmon","D6094","630","2340","M"
2011-09-15,"Atlantic Salmon","D6096","565","1900","F"
2011-09-15,"Atlantic Salmon","D6097","544","1450","M"
2011-09-15,"Atlantic Salmon","D6098","511","1080","M"
2011-09-15,"Atlantic Salmon","D6099","499","1200","F"
2011-09-15,"Atlantic Salmon","D6100","516","1200","F"
2011-09-15,"Atlantic Salmon","7001","537","1420","M"
2011-09-15,"Atlantic Salmon","7002","500","1160","F"
2011-09-15,"Atlantic Salmon","7003","520","1300","F"
2011-09-15,"Atlantic Salmon","7004","640","2800","F"
2011-09-15,"Atlantic Salmon","7005","498","1200","M"
2011-09-15,"Atlantic Salmon","7006","455","800","F"
2011-09-15,"Atlantic Salmon","7007","510","1250","F"
2011-09-15,"Atlantic Salmon","7008","550","1420","F"
2011-09-15,"Atlantic Salmon","7009","563","1720","M"
2011-09-15,"Atlantic Salmon","7010","635","2500","F"
2011-09-15,"Atlantic Salmon","7011","490","1110","F"
2011-09-15,"Atlantic Salmon","7012","545","1540","M"
2011-09-15,"Atlantic Salmon","7013","650","2600","F"
2011-09-15,"Atlantic Salmon","7014","572","1700","M"
2011-09-15,"Atlantic Salmon","7015","516","1480","F"
2011-09-15,"Atlantic Salmon","7016","615","2000","F"
2011-09-15,"Atlantic Salmon","7017","543","1800","M"
2011-09-15,"Atlantic Salmon","7017","503","1340","F"
2011-09-15,"Atlantic Salmon","7018","525","1540","F"
2011-09-15,"Atlantic Salmon","7019","514","1460","M"
2011-09-15,"Atlantic Salmon","7020","496","1140","M"
2011-09-15,"Atlantic Salmon","7021","476","1110","F"
2011-09-15,"Atlantic Salmon","7022","507","1120","F"
2011-09-15,"Atlantic Salmon","7023","483","1220","F"
2011-09-15,"Atlantic Salmon","7024","477","1000","F"
2011-09-15,"Atlantic Salmon","7025","557","1500","M"
2011-09-15,"Atlantic Salmon","7026","530","1500","F"
2011-09-15,"Atlantic Salmon","7027","550","1580","F"
2011-09-16,"Atlantic Salmon","7028","532","1260","M"
2011-09-16,"Atlantic Salmon","7029","515","1160","F"
2011-09-16,"Atlantic Salmon","7030","532","1160","M"
2011-09-16,"Atlantic Salmon","7031","570","1720","M"
2011-09-16,"Atlantic Salmon","7032","530","1420","M"
2011-09-16,"Atlantic Salmon","7033","520","1380","F"
2011-09-16,"Atlantic Salmon","7034","498","1180","F"
2011-09-16,"Atlantic Salmon","7035","562","1760","M"
2011-09-16,"Atlantic Salmon","7036","530","1400","M"
2011-09-16,"Atlantic Salmon","7037","517","1420","F"
2011-09-16,"Atlantic Salmon","7038","552","1500","M"
2011-09-16,"Atlantic Salmon","7039","572","1760","F"
2011-09-16,"Atlantic Salmon","7040","503","1360","F"
2011-09-16,"Atlantic Salmon","7041","542","1600","M"
2011-09-16,"Atlantic Salmon","7042","514","1460","M"
2011-09-19,"Atlantic Salmon","7043","525","1440","F"
2011-09-19,"Atlantic Salmon","7044","495","1320","F"
2011-09-19,"Atlantic Salmon","7045","555","1540","M"
2011-09-19,"Atlantic Salmon","7046","490","1280","F"
2011-09-19,"Atlantic Salmon","7047","475","1200","F"
2011-09-19,"Atlantic Salmon","7048","530","1580","M"
2011-09-19,"Atlantic Salmon","7049","490","1120","F"
2011-09-19,"Atlantic Salmon","7050","535","1660","F"
2011-09-19,"Atlantic Salmon","7051","520","1580","F"
2011-09-19,"Atlantic Salmon","7052","530","1580","F"
2011-09-21,"Atlantic Salmon","7053","544",NA,"M"
2011-09-21,"Atlantic Salmon","7055","557","1700","M"
2011-09-21,"Atlantic Salmon","7056","589","2100","M"
2011-09-21,"Atlantic Salmon","7057","516","1440","F"
2011-09-21,"Atlantic Salmon","7058","505","1320","M"
2011-09-21,"Atlantic Salmon","7059","547","1340","M"
2011-09-21,"Atlantic Salmon","7060","514","1420","F"
2011-09-23,"Atlantic Salmon","7061","534","1180","F"
2011-09-23,"Atlantic Salmon","7062","555","1700","F"
2011-09-23,"Atlantic Salmon","7063","555","1450","F"
2011-09-23,"Atlantic Salmon","7064","558","1260","M"
2011-09-23,"Atlantic Salmon","7065","533","1360","F"
2011-09-23,"Atlantic Salmon","7066","548","1600","M"
2011-09-23,"Atlantic Salmon","7067","495","1280","F"
2011-09-23,"Atlantic Salmon","7068","512","1160","M"
2011-09-23,"Atlantic Salmon","7069","543","1680","F"
2011-09-23,"Atlantic Salmon","7070","544","1720","M"
2011-09-23,"Atlantic Salmon","7071","592","1900","M"
2011-09-23,"Atlantic Salmon","7072","675","2860","M"
2011-09-23,"Atlantic Salmon","7073","530","1260","M"
2011-09-25,"Atlantic Salmon","7074","557","1550","F"
2011-09-25,"Atlantic Salmon","7075","514","1280","M"
2011-09-25,"Atlantic Salmon","7076","508","1160","F"
2011-09-25,"Atlantic Salmon","7077","525","1400","F"
2011-09-25,"Atlantic Salmon","7078","492","1020","M"
2011-09-25,"Atlantic Salmon","7079","492","1120","F"
2011-09-25,"Atlantic Salmon","7080","390","600","M"
2011-09-25,"Atlantic Salmon","7081","573","2000","F"
2011-09-25,"Atlantic Salmon","7082","490","980","F"
2011-09-25,"Atlantic Salmon","7083","505","1240","F"
2011-09-25,"Atlantic Salmon","7084","544","1480","M"
2011-09-25,"Atlantic Salmon","7085","469","840","F"
2011-09-25,"Atlantic Salmon","7086","475","900","F"
2011-09-25,"Atlantic Salmon","7087","578","1760","F"
2011-09-25,"Atlantic Salmon","7088","495","1020","F"
2011-09-25,"Atlantic Salmon","7089","720","3300","M"
2011-09-25,"Atlantic Salmon","7090","487","1220","F"
2011-09-25,"Atlantic Salmon","7091","589","1820","M"
2011-09-25,"Atlantic Salmon","7092","563","2020","F"
2011-09-25,"Atlantic Salmon","7093","532","1520","M"
2011-09-25,"Atlantic Salmon","7094","551","1800","M"
2011-09-25,"Atlantic Salmon","7095","500","1380","F"
2011-09-25,"Atlantic Salmon","7096","550","1600","F"
2011-09-25,"Atlantic Salmon","7097","665","2720","F"
2011-09-25,"Atlantic Salmon","7098","523","1620","F"
2011-09-25,"Atlantic Salmon","7099","490","1300","F"
2011-09-25,"Atlantic Salmon","7101","638","2980","F"
2011-09-25,"Atlantic Salmon","7102","483","1000","M"
2011-09-25,"Atlantic Salmon","7103","492","1000","F"
2011-09-25,"Atlantic Salmon","7104","715",NA,"F"
2011-09-25,"Atlantic Salmon","7105","581","1620","M"
2011-09-25,"Atlantic Salmon","7106","581","1720","M"
2011-09-25,"Atlantic Salmon","7107","655","2400","F"
2011-09-26,"Atlantic Salmon","7108","565","1740","M"
2011-09-26,"Atlantic Salmon","7109","523","1320","M"
2011-09-26,"Atlantic Salmon","7110","642","2360","F"
2011-09-26,"Atlantic Salmon","7111","505","1220","M"
2011-09-26,"Atlantic Salmon","7112","468","860","F"
2011-09-26,"Atlantic Salmon","7113","567","1540","M"
2011-09-26,"Atlantic Salmon","7114","512","1180","F"
2011-09-28,"Atlantic Salmon","7115","645","2600","M"
2011-09-28,"Atlantic Salmon","7116","530","1620","F"
2011-09-28,"Atlantic Salmon","7117","723","3340","M"
2011-09-28,"Atlantic Salmon","7118","470","1160","M"
2011-09-28,"Atlantic Salmon","7119","520","1760","F"
2011-09-28,"Atlantic Salmon","7120","530","1760","F"
2011-09-28,"Atlantic Salmon","7121","484","1100","F"
2011-09-28,"Atlantic Salmon","7122","512","1320","M"
2011-09-28,"Atlantic Salmon","7123","590","2100","M"
2011-09-30,"Atlantic Salmon","7126","543","1520","M"
2011-09-30,"Atlantic Salmon","7127","500","1140","M"
2011-09-30,"Atlantic Salmon","7128","521","1300","M"
2011-09-30,"Atlantic Salmon","7129","480","1240","F"
2011-09-30,"Atlantic Salmon","7130","600","2140","F"
2011-10-03,"Atlantic Salmon","7131","565","2000","F"
2011-10-03,"Atlantic Salmon","7132","580","1780","M"
2011-10-05,"Atlantic Salmon","7133","587","1840","M"
2011-10-05,"Atlantic Salmon","7134","517","1560","F"
2011-10-05,"Atlantic Salmon","7135","596","2480","F"
2011-10-05,"Atlantic Salmon","7136","540","1420","M"
2011-10-05,"Atlantic Salmon","7137","603","2360","F"
2011-10-05,"Atlantic Salmon","7138","520","1480","M"
2011-10-05,"Atlantic Salmon","7139","522","1660","F"
2011-10-07,"Atlantic Salmon","7140","494","1260","F"
2011-10-10,"Atlantic Salmon","7141","543","1820","F"
2011-10-10,"Atlantic Salmon","7142","540","1340","M"
2011-10-10,"Atlantic Salmon","7144","534","1400","F"
2011-10-10,"Atlantic Salmon","7145","510","1120","F"
2011-10-10,"Atlantic Salmon","7146","560","1820","F"
2011-10-10,"Atlantic Salmon","7147","572","1640","M"
2011-10-10,"Atlantic Salmon","7148","542","1620","M"
2011-10-10,"Atlantic Salmon","7149","495","1120","F"
2011-10-10,"Atlantic Salmon","7150","497","1000","F"
2011-10-10,"Atlantic Salmon","7143","520","1260","F"
2011-10-12,"Atlantic Salmon","7251","537","1580","F"
2011-10-12,"Atlantic Salmon","7252","454","900","F"
2011-10-12,"Atlantic Salmon","7253","546","1780","F"
2011-10-12,"Atlantic Salmon","7254","537","1300","F"
